from,to,time
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Urappanur, Tamil Nadu",16278
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Mela Urapanur, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kannan Temple, MDR954, Urappanur, Tamil Nadu 625706",16278
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Karadikal, Tamil Nadu",18147
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Govt Kallar Ele. School Sorikkampatti, Sorikkampatti,, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","K.Pudupatti, Madurai, Tamil Nadu",15590
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thenpalanji, Tamil Nadu 625021",15622
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Panchayat Union Elementry School Vedar Puliyankulam, Veder Puliangulam, Tamil Nadu 625006",15444
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Ambattaiyanpatti, Tamil Nadu 625529",17266
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Poruppu Mettupatti, Tamil Nadu 625529",12706
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","P. Vagaikulam, Tamil Nadu",15745
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","C.Vagaikulam, Tamil Nadu",15745
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Alagusirai, Tamil Nadu 625706",16412
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Karadipatti, Tamil Nadu",15643
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Karumathur, Tamil Nadu 625514",16028
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Poosaaripatty, Tamil Nadu 625514",16025
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Poochampatti, Tamil Nadu 625218",14260
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Ramarajapuram, Tamil Nadu 624219",14457
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thethoor, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Vaigasipatti, Tamil Nadu 625501",15558
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kalvelipatti, Tamil Nadu",14787
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Alanganallur, Vadipatti, Madurai, Tamil Nadu, India",15340
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Siruvalai, Madurai, Tamil Nadu",15119
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Oththavidu, Tamil Nadu 625501",15340
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kallanai, Tamil Nadu 625501",15395
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Sivarakottai, Tamil Nadu",16245
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Maruthangudi, Tamil Nadu 625701",17313
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Mochikulam, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thirumal, Paraikulam, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Paraikulam, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Veeraperumalpuram, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thoombakulam, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kallanai, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Sathangudi, Tamil Nadu 625706",16239
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kangayanatham, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Pannikundu, Tamil Nadu 625706",16521
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thangalacheri, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Sedapatti, Tamil Nadu 625527",18078
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kunnathur, Tamil Nadu 625708",16845
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kilavaneri, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Tirali, Tamil Nadu 625706",16470
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Tirumangalam, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kappalur, Madurai, Tamil Nadu",15630
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thoppur, Tamil Nadu 625008",4150
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thiruparankundram, Tamil Nadu",15723
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Pykara, Madurai, Tamil Nadu 625004",16115
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Ulagani, Tamil Nadu 625706",16813
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Melaupplikundu, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Periya Koodakoil, Tamil Nadu",16607
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Solankuruni, Tamil Nadu 625022",16317
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Nallur, Tamil Nadu 625022",16659
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kusavakundu, Tamil Nadu 625022",16474
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Perungudi, madurai",16050
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Chinthamani, Tamil Nadu",17406
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","A.Andipatti, Tamil Nadu 625537",16742
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Ayyanarkulam, Tamil Nadu 625537",15909
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kodikulam, Tamil Nadu 625514",16025
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kovilangulam, Tamil Nadu 625514",17679
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Mayakurumbanpatti.Kaliyaman.Temple, Madurai, Tamil Nadu 625514",16025
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Chettikulam, Tamil Nadu 625514",25763
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kokkulam, Tamil Nadu",18870
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Checkanurani, Tamil Nadu 625514",15716
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Panchayat Union Elementary School, Mahalingapuram, Usilampatti, Tamil Nadu, Mahalingampuram Pudur, Tamil Nadu 625537",16794
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Kalluthu, Tamil Nadu 625537",15615
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","K.Perumalpatti Amman Kovil, post, Kalluthu, Tamil Nadu 625537",Error
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Saththa Kovil Melaperumalpatti, Mannadimangalam R.F., Tamil Nadu 625207",15542
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Vikkiramangalam, Tamil Nadu 625207",15728
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Panniyan, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Melakkal, Tamil Nadu 625234",15494
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Perumalkovilpatti, Tamil Nadu 625532",16729
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Allikundam, Tahsil-Usilampatti, Madurai, Tamil Nadu 625527",17512
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Manuthu, Tamil Nadu 625527",18095
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Rasakkapatti, Tamil Nadu 625527",18095
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Rengasamipatty Bus Stop, Eramarpatti, Tamil Nadu 625527",18095
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Palarpatti, Tamil Nadu 625527",18095
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Usilampatti, Tamil Nadu 625532",16729
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Unnamed Road, Varichiyur, Tamil Nadu 625020, India",9141
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Poonjuthi, Poonjuthi,, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Thiruvathavur, Tamil Nadu",10690
"Sikkampatti, Papireddipatti, Dharmapuri, Tamil Nadu, India","Uranganpatti, Tamil Nadu",17189
